********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
193748.399169845,-31.8240968726703
193748.498620042,-31.8165191385571
193748.598070341,-31.8075155598273
193748.697520742,-31.7985157452197
193748.796971246,-31.7923575809136
193748.896421851,-31.7880925954152
193748.995872559,-31.7795726626718
193749.095323368,-31.7719911629648
193749.19477428,-31.7639448382186
193749.294225294,-31.7592062438196
193749.39367641,-31.7535241967733
193749.493127628,-31.7473710507191
193749.592578948,-31.7454715974903
193749.692104313,-31.7416852390321
193749.791749274,-31.7355245639041
193749.891394338,-31.7298500452125
193749.991039504,-31.7284304744175
193750.090684773,-31.7274820025491
193750.190330144,-31.727014668011
193750.289975618,-31.7274857669492
193750.389621194,-31.7317532629208
193750.489266873,-31.7326979703801
193750.588912654,-31.7341175411569
193750.688558538,-31.7393222156742
193750.788204524,-31.7435859470833
193750.887850613,-31.7497353288147
193750.987496804,-31.7549500414616
193751.087143098,-31.7587401641576
193751.186789494,-31.7611044421616
193751.286435993,-31.7639486026306
193751.386082594,-31.7682110788741
193751.485729298,-31.775797597859
193751.585376104,-31.7852697668145
193751.685023013,-31.7919090684606
193751.784670024,-31.7956891523055
193751.884317138,-31.8013737081208
193751.983964354,-31.8032693965651
193752.083611673,-31.8046864574026
193752.183259094,-31.8099036786155
193752.282906617,-31.8136925457849
193752.382554244,-31.8146472913204
193752.482201972,-31.8179612952516
193752.581849804,-31.8198569835789
193752.681497737,-31.8217514171037
193752.781145773,-31.8260138924884
193752.880793912,-31.8312273489066
193752.980442153,-31.8364345312834
193753.080090497,-31.8373842575693
193753.179738943,-31.8378503371832
193753.279387492,-31.8378503371832
193753.379036143,-31.8387962990947
193753.478684897,-31.8402146145589
193753.579261386,-31.8425839110861
193753.680293228,-31.8463690134395
193753.781325176,-31.8506390172112
193753.882357229,-31.8515812147029
193753.983389388,-31.8548964729914
193754.084421651,-31.8610521263449
193754.185454021,-31.8653133463435
193754.286486495,-31.8695745662762
193754.387519075,-31.87715104417
193754.488551761,-31.8823670092474
193754.589584551,-31.8899384676197
193754.690617447,-31.8937323528936
193754.791650449,-31.9003591040552
193754.892683555,-31.9074657372678
193754.993716768,-31.9150397045464
193755.094750085,-31.9235621428285
193755.195783508,-31.9325581890443
193755.296817036,-31.939658547449
193755.39785067,-31.9481872589708
193755.498884409,-31.9567046770281
193755.599918253,-31.9642861717522
193755.700952203,-31.9723324907845
193755.801986258,-31.9789655140529
193755.903020419,-31.9832267322395
193756.004054684,-31.9874879503584
193756.105089056,-31.9912818343242
193756.206123532,-31.9950644250273
193756.307158114,-31.9993331717684
193756.408192801,-32.004067997708
193756.509227594,-32.0116482363172
193756.610262492,-32.0154371007442
193756.711297496,-32.0173302781382
193756.812332604,-32.017337806925
193756.913367818,-32.016386826439
193757.014403138,-32.0182850230167
193757.115438563,-32.0211216520839
193757.216474093,-32.0197058471486
193757.317509729,-32.0178126697667
193757.41854547,-32.0168629440815
193757.519417552,-32.014969766681
193757.620282798,-32.0149647474923
193757.721148148,-32.0140187861868
193757.822013604,-32.0130665508838
193757.922879164,-32.0130690604833
193758.02374483,-32.0097475300812
193758.1246106,-32.0097462752786
193758.225476476,-32.006431018841
193758.326342457,-32.0035918800368
193758.427208542,-32.0007502315989
193758.528074733,-31.9998055250484
193758.628941029,-32.0040755265001
193758.729807429,-32.0050164686468
193758.830673935,-32.0050227426377
193758.931540546,-32.0083329799015
193759.032407262,-32.0121243539711
193759.133274082,-32.0159144731871
193759.234141008,-32.020175690798
193759.335008039,-32.0249155355657
193759.435875175,-32.0272823209275
193759.536742416,-32.0315473027495
193759.637609761,-32.0348587944942
193759.738477212,-32.0391262857898
193759.839344768,-32.0443334642433
193759.940212429,-32.0504916229607
193760.041080195,-32.0590178214188
193760.141948066,-32.0680113535877
193760.242816042,-32.0770111594344
193760.343684123,-32.0817409648243
193760.444552309,-32.086482063313
193760.5454206,-32.0926427306604
193760.646288996,-32.0973775549673
193760.747157497,-32.1044829282597
193760.848026103,-32.1106398308025
193760.948894814,-32.1177477133264
193761.04976363,-32.1257952826119
193761.150632552,-32.1347988508928
193761.251501578,-32.1442710075108
193761.352111722,-32.149013359649
193761.451936114,-32.1575408097421
193761.551760609,-32.1627517502641
193761.651585207,-32.168442572385
193761.751409908,-32.1703344939271
193761.851234712,-32.1746032377884
193761.951059618,-32.1764913949384
193762.050884628,-32.1812299821098
193762.15070974,-32.1864333934511
193762.250534955,-32.1906958631366
193762.350360273,-32.1963779011544
193762.450185694,-32.2006353515243
193762.550011218,-32.2048953113963
193762.649836844,-32.2058362528597
193762.749662574,-32.2091565259885
193762.849488406,-32.2119843694641
193762.949314341,-32.2105723299316
193763.049140379,-32.2172003280986
193763.14896652,-32.2181487982731
193763.248792763,-32.2224125222325
193763.34861911,-32.2247755414473
193763.448445559,-32.2347275764433
193763.548272112,-32.2408844759315
193763.648098767,-32.2470438848598
193763.747925525,-32.2503566287075
193763.847752386,-32.2560436845817
193763.94757935,-32.2607847798943
193764.047406416,-32.2664655615822
193764.147233586,-32.2716790095003
193764.247060858,-32.2754653606216
193764.346888233,-32.2830443366405
193764.446715711,-32.2887226082568
193764.546543292,-32.297247544183
193764.646370976,-32.3048227551856
193764.746198763,-32.3109746338209
193764.846026652,-32.3171302766881
193764.945854644,-32.3218600777263
193765.04568274,-32.3256439184827
193765.145510938,-32.3256376444713
193765.245227096,-32.322798509117
193765.344846439,-32.3270559573291
193765.444465883,-32.3317907773609
193765.54408543,-32.33463242222
193765.64370508,-32.3379451649033
193765.743324832,-32.3365281069143
193765.842944686,-32.3355746179386
193765.942564643,-32.3388936346427
193766.042184703,-32.338889870221
193766.141804864,-32.3360532446368
193766.241425129,-32.3308423075932
193766.341045495,-32.326581095034
193766.440665964,-32.3204267072128
193766.540286536,-32.3147383979191
193766.63990721,-32.3071669516559
193766.739527986,-32.3038479345441
193766.839148865,-32.2991156236015
193766.938769846,-32.2972124097902
193767.03839093,-32.2882138663033
193767.138012116,-32.2820557131374
193767.237633404,-32.2744729726381
193767.337254795,-32.2659505455764
193767.436876289,-32.2569482365565
193767.536497884,-32.2503214942533
193767.636119583,-32.2408468318594
193767.735741383,-32.2309035806943
193767.835363287,-32.2228509954404
193767.934985292,-32.2181161734043
193768.0346074,-32.2143298214852
193768.134229611,-32.2091138627226
193768.233851924,-32.2058061376272
193768.333474339,-32.2005926883183
193768.433096857,-32.1920715136326
193768.532719477,-32.1892286123907
193768.6323422,-32.1840252012222
193768.731965025,-32.1807099469447
193768.831587952,-32.173609594911
193768.931210982,-32.1707804962925
193769.030834115,-32.1693546537659
193769.131729269,-32.1707754770943
193769.232894429,-32.1702905760861
193769.334059696,-32.1684074382099
193769.435225067,-32.1688710075618
193769.536390545,-32.1679187727747
193769.637556128,-32.1655519886721
193769.738721817,-32.1627078323348
193769.839887611,-32.162239243776
193769.941053511,-32.1589177151824
193770.042219517,-32.1589239892229
193770.143385628,-32.160343557801
193770.244551845,-32.1608209300127
193770.345718168,-32.1612920281933
193770.446884596,-32.1603435578008
193770.54805113,-32.1627178707869
193770.649217769,-32.1612945378056
193770.750384515,-32.1584554006476
193770.851551365,-32.1551363816326
193770.952718322,-32.1532482244357
193771.053885384,-32.1522997540183
193771.155052552,-32.1513525384005
193771.256219825,-32.1518274010131
193771.357387204,-32.1513525384006
193771.458554688,-32.1499379889766
193771.559722279,-32.1480435577203
193771.660889975,-32.1504090871868
193771.762057776,-32.1504103419881
193771.863225683,-32.1504090871868
193771.964393696,-32.1456742638315
193772.065561814,-32.1466214794696
193772.166730039,-32.1461503812515
193772.267898368,-32.1461466168495
193772.369066804,-32.1452056752096
193772.470235345,-32.1471001064863
193772.571403991,-32.1508952429823
193772.672572744,-32.1532607724326
193772.773741601,-32.1556300662493
193772.874910565,-32.1589465756379
193772.976163826,-32.1646273595371
193773.078074888,-32.1731598283093
193773.179986057,-32.1812048863122
193773.281897333,-32.1921053932342
193773.383808716,-32.2001554698327
193773.485720207,-32.2101049961726
193773.587631804,-32.2233647567379
193773.689543509,-32.2389938096852
193773.791455321,-32.2508377650534
193773.893367241,-32.2669316404015
193773.995279267,-32.2820921023076
193774.097191401,-32.298662092817
193774.199103642,-32.3138225528486
193774.30101599,-32.3294453263205
193774.402928445,-32.345075627591
193774.504841007,-32.3616481235623
193774.606753677,-32.3768023058528
193774.708666454,-32.3910155464676
193774.810579338,-32.4009587914034
193774.912492329,-32.4142248159914
193775.014405428,-32.4274858206937
193775.116318633,-32.4393322768212
193775.218231946,-32.4516435561021
193775.320145366,-32.4620654249986
193775.422058894,-32.4734294887162
193775.523972528,-32.4833652015831
193775.62588627,-32.4914227976581
193775.727800119,-32.5004238433991
193775.829714075,-32.5056423055959
193775.931628138,-32.5132175102643
193776.033542308,-32.5179560911176
193776.135456586,-32.5250627074345
193776.237370971,-32.5307422283236
193776.339285463,-32.5359531611362
193776.441200062,-32.5397344890859
193776.543114769,-32.5482631807552
193776.645029582,-32.5544112889788
193776.746944503,-32.5586775167803
193776.848859531,-32.5605681805743
193776.950263893,-32.5643557820705
193777.05090862,-32.5672011886216
193777.151553451,-32.5690880879643
193777.252198387,-32.5728819632902
193777.352843427,-32.5790363448248
193777.453488572,-32.5823603773606
193777.554133821,-32.5889858560634
193777.654779175,-32.5956201181105
193777.755424634,-32.6003561877674
193777.856070197,-32.6050922573286
193777.956715864,-32.6074653112263
193778.057361637,-32.6093559746433
193778.158007513,-32.610780559832
193778.258653495,-32.6107843241894
193778.35929958,-32.6107843241894
193778.459945771,-32.6131523588778
193778.560592065,-32.6202577175893
193778.661238465,-32.6216760287795
193778.761884969,-32.6249887676124
193778.862531577,-32.626884450038
193778.96317829,-32.6297198175306
193779.063825108,-32.6264033144016
193779.16447203,-32.623081792058
193779.265119057,-32.6211886191803
193779.365766188,-32.6159814525933
193779.466413424,-32.6131385562058
193779.567060764,-32.607928879859
193779.667708209,-32.6041362598834
193779.768355759,-32.6003549329754
193779.869003413,-32.5970359198511
193779.969651171,-32.5913538909622
193780.070299034,-32.585673116728
193780.170947002,-32.574781410495
193780.271595074,-32.563416096733
193780.372243251,-32.5558371292767
193780.472891532,-32.5421113079747
193780.573539918,-32.5269483523407
193780.674188409,-32.514170998445
193780.774837004,-32.5023258007449
193780.874767731,-32.4928574218415
193780.974376835,-32.4814870850869
193781.073986042,-32.4691720429385
193781.173595351,-32.4582815862581
193781.273204763,-32.4478572076313
193781.372814276,-32.4379139645699
193781.472423893,-32.4279606827918
193781.572033611,-32.4213314353353
193781.671643432,-32.4151670114757
193781.771253356,-32.4056973744514
193781.870863382,-32.4023833778457
193781.97047351,-32.4000216150617
193782.070083741,-32.3957629132389
193782.169694074,-32.3981246760721
193782.269304509,-32.4028657687254
193782.368915047,-32.4066508630864
193782.468525687,-32.4151783045967
193782.56813643,-32.4227535120437
193782.667747275,-32.430809855288
193782.767358223,-32.4417040775446
193782.866969273,-32.4516460656663
193782.966580425,-32.4630151490198
193783.06619168,-32.4772196011344
193783.165803037,-32.4942719694034
193783.265414496,-32.5103708482597
193783.365026058,-32.5250539238858
193783.464637723,-32.5454152643691
193783.56424949,-32.5638809202025
193783.663861359,-32.585670607109
193783.76347333,-32.609818288414
193783.863085404,-32.6292386818269
193783.962697581,-32.6510195791907
193784.06230986,-32.6732828649081
193784.161922241,-32.6941215638137
193784.261534724,-32.7163810810422
193784.36114731,-32.7391167124047
193784.460759999,-32.7627932808282
193784.56037279,-32.7850603201853
193784.659985683,-32.8120496199978
193784.76005662,-32.8371520194436
193784.860137437,-32.863673980568
193784.960218358,-32.8906695449165
193785.060299383,-32.9233458720072
193785.16038051,-32.9527132246416
193785.260461741,-32.9801874034569
193785.360543076,-33.008127656178
193785.460624513,-33.0360766888108
193785.560706055,-33.0696964417145
193785.660787699,-33.101906664709
193785.760869447,-33.1336344934718
193785.860951298,-33.168202697202
193785.961033253,-33.2037231257153
193786.061115311,-33.2444494452068
193786.161197472,-33.2823416524418
193786.261279737,-33.3235403068956
193786.361362105,-33.364747736432
193786.461444577,-33.4078433043107
193786.561527152,-33.4481009966058
193786.66160983,-33.4916739155963
193786.761692611,-33.5314567308868
193786.861775496,-33.5778725145551
193786.961858485,-33.623333548865
